Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Meal_2,Meal_3,Type_Of_Meal
Regular,24-08-2017,554,527,2,No,N,Z,M,MM,XX1,WW2,D
Regular,24-08-2017,525,433,3,No,Y,W,O,MM,WW1,WW2,D
Regular,24-05-2017,514,424,0,No,L,W,L,LL,MM1,MM2,B
Regular,24-05-2017,503,559,1,No,M,N,O,XX,YY1,ZZ2,B
Regular,24-05-2017,583,519,2,No,M,X,Z,YY,LL1,LL2,B
Regular,24-05-2017,646,507,3,No,Y,N,Y,MM,YY1,XX2,B
Regular,24-05-2017,511,581,0,No,M,X,W,XX,WW1,ZZ2,L
Regular,24-05-2017,575,524,1,No,X,L,W,MM,XX1,LL2,L
Regular,24-05-2017,612,461,2,No,Y,Y,Z,LL,YY1,YY2,L
Regular,24-05-2017,613,587,3,Yes,O,L,X,YY,LL1,MM2,L
Regular,24-05-2017,629,415,0,No,L,W,Z,WW,LL1,MM2,D
Regular,24-05-2017,660,539,1,Yes,N,O,N,XX,YY1,LL2,D
Regular,24-05-2017,667,501,2,Yes,W,Z,Y,YY,YY1,XX2,D
Regular,24-05-2017,508,538,3,No,N,Y,X,LL,YY1,ZZ2,D
Regular,15-10-2017,665,562,0,No,W,W,Z,ZZ,LL1,XX2,B
Regular,15-10-2017,528,418,1,No,O,O,L,ZZ,LL1,ZZ2,B
Regular,15-10-2017,629,410,2,No,W,X,Z,XX,XX1,WW2,B
Regular,15-10-2017,523,442,3,No,O,Z,Y,ZZ,ZZ1,MM2,B
Regular,15-10-2017,660,433,0,No,N,X,W,MM,YY1,MM2,L
Regular,15-10-2017,503,592,1,No,W,X,Y,ZZ,MM1,ZZ2,L
Regular,15-10-2017,652,458,2,No,X,Y,N,MM,ZZ1,MM2,L
Regular,15-10-2017,639,467,3,No,X,X,X,WW,WW1,MM2,L
Regular,15-10-2017,550,576,0,No,O,W,W,ZZ,XX1,XX2,D
Regular,15-10-2017,575,585,1,Yes,L,Z,Z,WW,WW1,XX2,D
Regular,15-10-2017,525,487,2,No,Y,Z,X,MM,XX1,MM2,D
Regular,15-10-2017,500,433,3,No,N,O,Y,MM,ZZ1,ZZ2,D
Regular,02-02-2018,687,412,0,No,X,Z,X,WW,ZZ1,WW2,B
Regular,02-02-2018,655,531,1,No,Y,Y,N,LL,LL1,YY2,B
Regular,02-02-2018,540,513,2,No,L,W,N,YY,YY1,WW2,B
Regular,02-02-2018,697,516,3,No,Z,X,L,MM,YY1,WW2,B
Regular,02-02-2018,584,483,0,No,Z,W,Y,LL,LL1,WW2,L
Regular,02-02-2018,634,564,1,No,N,Z,Y,LL,MM1,YY2,L
Regular,02-02-2018,578,584,2,No,M,Y,Y,ZZ,MM1,ZZ2,L
Regular,02-02-2018,591,540,3,No,W,M,N,LL,WW1,LL2,L
Regular,02-02-2018,636,542,0,No,O,N,W,WW,ZZ1,MM2,D
Regular,02-02-2018,557,522,1,No,O,Y,Y,LL,ZZ1,ZZ2,D
Regular,02-02-2018,529,407,2,No,L,Z,W,MM,WW1,ZZ2,D
Regular,02-02-2018,650,560,3,No,X,Z,M,YY,LL1,YY2,D
Regular,20-01-2018,545,597,0,No,N,M,N,XX,LL1,WW2,B
Regular,20-01-2018,578,430,1,No,Y,L,Y,WW,LL1,LL2,B
Regular,20-01-2018,529,574,2,Yes,Y,N,Z,XX,XX1,LL2,B
Regular,20-01-2018,613,409,3,No,Z,L,M,MM,LL1,YY2,B
Regular,20-01-2018,549,540,0,No,M,X,W,LL,WW1,MM2,L
Regular,20-01-2018,511,522,1,Yes,W,N,O,MM,XX1,YY2,L
Regular,20-01-2018,519,573,2,Yes,W,W,W,MM,WW1,MM2,L
Regular,20-01-2018,583,407,3,No,N,L,W,WW,YY1,LL2,L
Regular,20-01-2018,543,472,0,No,O,M,M,MM,YY1,XX2,D
Regular,20-01-2018,623,417,1,No,M,N,O,WW,ZZ1,YY2,D
Regular,20-01-2018,631,521,2,No,Z,X,Z,MM,LL1,LL2,D
Regular,20-01-2018,575,482,3,No,Y,Z,W,LL,XX1,YY2,D
Regular,01-05-2017,689,563,0,No,Z,L,Z,MM,XX1,ZZ2,B
Regular,01-05-2017,507,487,1,No,O,L,W,ZZ,WW1,WW2,B
Regular,01-05-2017,666,415,2,No,O,M,Z,ZZ,YY1,XX2,B
Regular,01-05-2017,521,451,3,No,O,N,Z,WW,XX1,ZZ2,B
Regular,01-05-2017,546,540,0,No,L,Z,X,LL,MM1,LL2,L
Regular,01-05-2017,651,496,1,Yes,Y,N,N,LL,ZZ1,YY2,L
Regular,01-05-2017,516,596,2,Yes,L,W,W,YY,YY1,LL2,L
Regular,01-05-2017,542,417,3,No,X,X,N,XX,LL1,MM2,L
Regular,01-05-2017,671,447,0,No,M,Z,L,LL,ZZ1,WW2,D
Regular,01-05-2017,700,574,1,No,W,Z,L,WW,WW1,LL2,D
Regular,01-05-2017,673,403,2,No,O,Z,Y,LL,ZZ1,YY2,D
Regular,01-05-2017,520,581,3,No,Z,O,W,LL,LL1,LL2,D
Regular,16-08-2017,609,589,0,No,Z,W,Y,ZZ,YY1,ZZ2,B
Regular,16-08-2017,668,448,1,No,N,N,O,WW,ZZ1,LL2,B
Regular,16-08-2017,629,583,2,No,W,N,W,LL,WW1,ZZ2,B
Regular,16-08-2017,506,489,3,No,O,L,L,XX,LL1,LL2,B
Regular,16-08-2017,567,462,0,Yes,N,N,Y,MM,YY1,MM2,L
Regular,16-08-2017,545,569,1,No,W,M,Z,WW,YY1,LL2,L
Regular,16-08-2017,697,593,2,No,O,Z,X,YY,WW1,YY2,L
Regular,16-08-2017,655,509,3,No,Y,N,Y,YY,MM1,ZZ2,L
Regular,16-08-2017,692,561,0,No,M,Y,W,YY,YY1,YY2,D
Regular,16-08-2017,516,535,1,No,L,W,O,MM,YY1,MM2,D
Regular,16-08-2017,585,571,2,No,M,X,L,XX,XX1,MM2,D
Regular,16-08-2017,678,483,3,No,X,Z,X,MM,ZZ1,ZZ2,D
Regular,01-12-2017,576,520,0,No,X,Y,X,ZZ,MM1,XX2,B
Regular,01-12-2017,516,478,1,No,O,N,M,WW,ZZ1,MM2,B
Regular,01-12-2017,587,551,2,No,Z,X,Y,LL,ZZ1,WW2,B
Regular,01-12-2017,529,575,3,No,N,Y,O,YY,ZZ1,ZZ2,B
Regular,01-12-2017,503,572,0,No,N,W,O,LL,MM1,WW2,L
Regular,01-12-2017,532,585,1,No,N,N,N,YY,ZZ1,ZZ2,L
Regular,01-12-2017,565,415,2,No,L,Z,L,XX,ZZ1,ZZ2,L
Regular,01-12-2017,586,491,3,No,Y,O,X,ZZ,ZZ1,LL2,L
Regular,01-12-2017,505,482,0,Yes,X,Y,M,ZZ,MM1,ZZ2,D
Regular,01-12-2017,571,404,1,No,Y,L,X,MM,XX1,MM2,D
Regular,01-12-2017,651,521,2,No,Z,L,O,YY,YY1,LL2,D
Regular,01-12-2017,588,562,3,No,W,L,L,ZZ,LL1,MM2,D
Other-Holidays,04-07-2017,515,529,0,No,Z,O,M,WW,ZZ1,XX2,B
Other-Holidays,04-07-2017,640,534,1,Yes,O,Y,W,YY,XX1,XX2,B
Other-Holidays,04-07-2017,678,495,2,Yes,L,Y,N,XX,XX1,ZZ2,B
Other-Holidays,04-07-2017,500,428,3,No,X,L,O,YY,MM1,XX2,B
Other-Holidays,04-07-2017,679,523,0,No,O,Z,X,ZZ,YY1,WW2,L
Other-Holidays,04-07-2017,572,468,1,No,Z,N,M,YY,XX1,MM2,L
Other-Holidays,04-07-2017,594,446,2,No,O,N,L,XX,MM1,XX2,L
Other-Holidays,04-07-2017,640,475,3,No,N,X,Y,WW,MM1,YY2,L
Other-Holidays,04-07-2017,672,491,0,No,Y,Z,M,XX,LL1,YY2,D
Other-Holidays,04-07-2017,620,560,1,No,W,Z,X,MM,YY1,MM2,D
Other-Holidays,04-07-2017,573,418,2,No,O,M,L,ZZ,MM1,LL2,D
Other-Holidays,04-07-2017,565,526,3,No,L,O,W,XX,MM1,MM2,D
Fest,19-04-2017,563,592,0,No,O,M,L,WW,ZZ1,MM2,B
Fest,19-04-2017,538,432,1,No,Z,X,W,WW,WW1,WW2,B
Fest,19-04-2017,559,596,2,Yes,Y,X,N,ZZ,ZZ1,WW2,B
Fest,19-04-2017,592,511,3,No,M,M,M,WW,XX1,XX2,B
Fest,19-04-2017,607,543,0,No,L,O,L,WW,ZZ1,WW2,L
Fest,19-04-2017,659,595,1,No,W,O,M,MM,ZZ1,ZZ2,L
Fest,19-04-2017,638,587,2,No,Z,Z,W,LL,WW1,LL2,L
Fest,19-04-2017,551,562,3,No,X,W,W,YY,YY1,LL2,L
Fest,19-04-2017,590,596,0,No,Y,N,Y,YY,YY1,YY2,D
Fest,19-04-2017,605,559,1,Yes,L,W,Z,ZZ,ZZ1,LL2,D
Fest,19-04-2017,532,595,2,No,M,Y,X,XX,MM1,LL2,D
Fest,19-04-2017,607,593,3,No,Y,M,N,ZZ,MM1,LL2,D
Other-Holidays,04-04-2017,571,587,0,Yes,L,N,Y,YY,ZZ1,ZZ2,B
Other-Holidays,04-04-2017,675,408,1,Yes,M,W,N,ZZ,MM1,WW2,B
Other-Holidays,04-04-2017,585,468,2,No,M,Z,X,WW,LL1,ZZ2,B
Other-Holidays,04-04-2017,638,567,3,No,Z,Z,M,LL,LL1,WW2,B
Other-Holidays,04-04-2017,658,523,0,No,O,L,N,ZZ,LL1,ZZ2,L
Other-Holidays,04-04-2017,599,520,1,No,L,N,W,MM,WW1,MM2,L
Other-Holidays,04-04-2017,589,504,2,No,M,Y,L,LL,YY1,YY2,L
Other-Holidays,04-04-2017,550,488,3,No,X,N,M,LL,MM1,YY2,L
Other-Holidays,04-04-2017,576,437,0,No,Y,Y,Z,ZZ,YY1,ZZ2,D
Other-Holidays,04-04-2017,690,402,1,Yes,L,Z,N,WW,WW1,XX2,D
Other-Holidays,04-04-2017,506,454,2,No,W,N,O,LL,LL1,WW2,D
Other-Holidays,04-04-2017,614,595,3,No,Y,Z,Y,YY,YY1,ZZ2,D
Regular,17-06-2017,589,508,0,Yes,Y,Z,W,XX,MM1,WW2,B
Regular,17-06-2017,664,540,1,No,W,M,Y,XX,XX1,ZZ2,B
Regular,17-06-2017,535,459,2,No,X,Z,N,ZZ,WW1,MM2,B
Regular,17-06-2017,578,587,3,No,X,Z,Y,WW,XX1,XX2,B
Regular,17-06-2017,537,537,0,No,Y,L,X,ZZ,WW1,MM2,L
Regular,17-06-2017,549,430,1,No,O,Z,N,ZZ,MM1,LL2,L
Regular,17-06-2017,610,417,2,No,O,N,W,LL,XX1,WW2,L
Regular,17-06-2017,646,424,3,No,O,L,Y,YY,YY1,MM2,L
Regular,17-06-2017,635,518,0,No,N,L,M,XX,ZZ1,XX2,D
Regular,17-06-2017,623,510,1,No,M,N,L,WW,MM1,ZZ2,D
Regular,17-06-2017,697,416,2,No,L,N,M,ZZ,XX1,LL2,D
Regular,17-06-2017,646,475,3,No,O,Z,W,XX,LL1,MM2,D
Sem-Break,14-08-2017,690,536,0,No,N,O,N,XX,XX1,MM2,B
Sem-Break,14-08-2017,593,404,1,No,W,X,Z,WW,MM1,MM2,B
Sem-Break,14-08-2017,604,453,2,No,M,O,X,LL,LL1,YY2,B
Sem-Break,14-08-2017,565,493,3,No,Z,N,W,ZZ,LL1,WW2,B
Sem-Break,14-08-2017,511,599,0,No,N,O,M,XX,ZZ1,XX2,L
Sem-Break,14-08-2017,604,568,1,No,O,Y,Z,YY,LL1,ZZ2,L
Sem-Break,14-08-2017,532,548,2,No,W,X,Y,MM,WW1,LL2,L
Sem-Break,14-08-2017,659,457,3,No,N,O,L,MM,MM1,LL2,L
Sem-Break,14-08-2017,692,411,0,No,O,X,Z,XX,YY1,WW2,D
Sem-Break,14-08-2017,692,576,1,No,X,Y,O,ZZ,ZZ1,XX2,D
Sem-Break,14-08-2017,539,487,2,No,N,W,M,YY,ZZ1,LL2,D
Sem-Break,14-08-2017,686,454,3,No,X,Y,O,LL,LL1,YY2,D
Regular,06-10-2017,645,473,0,No,W,Z,Y,MM,XX1,LL2,B
Regular,06-10-2017,631,417,1,Yes,X,O,Y,ZZ,MM1,MM2,B
Regular,06-10-2017,575,456,2,No,X,X,Y,ZZ,LL1,LL2,B
Regular,06-10-2017,533,585,3,No,L,Y,M,YY,XX1,ZZ2,B
Regular,06-10-2017,593,488,0,No,M,W,O,WW,YY1,MM2,L
Regular,06-10-2017,531,542,1,No,O,O,Y,WW,ZZ1,MM2,L
Regular,06-10-2017,637,405,2,No,N,M,O,LL,LL1,MM2,L
Regular,06-10-2017,672,416,3,Yes,Y,M,X,LL,MM1,ZZ2,L
Regular,06-10-2017,603,435,0,No,X,M,Z,WW,LL1,LL2,D
Regular,06-10-2017,519,422,1,No,W,L,N,MM,WW1,ZZ2,D
Regular,06-10-2017,591,405,2,No,M,O,Y,MM,XX1,XX2,D
Regular,06-10-2017,674,463,3,No,W,L,Y,XX,ZZ1,XX2,D
Sem-Break,03-04-2017,513,480,0,No,Z,Z,Y,WW,YY1,LL2,B
Sem-Break,03-04-2017,533,484,1,No,M,W,N,WW,LL1,LL2,B
Sem-Break,03-04-2017,628,516,2,Yes,N,O,Z,XX,YY1,XX2,B
Sem-Break,03-04-2017,585,451,3,No,Y,X,X,MM,ZZ1,XX2,B
Sem-Break,03-04-2017,581,569,0,No,Y,N,M,LL,LL1,ZZ2,L
Sem-Break,03-04-2017,640,436,1,No,O,M,Z,ZZ,LL1,WW2,L
Sem-Break,03-04-2017,504,563,2,No,W,M,N,LL,XX1,XX2,L
Sem-Break,03-04-2017,680,522,3,No,W,L,W,YY,LL1,LL2,L
Sem-Break,03-04-2017,628,454,0,No,L,M,Y,XX,LL1,WW2,D
Sem-Break,03-04-2017,602,579,1,No,L,Y,L,MM,XX1,LL2,D
Sem-Break,03-04-2017,576,489,2,Yes,O,O,L,YY,MM1,XX2,D
Sem-Break,03-04-2017,667,503,3,No,Y,X,Z,YY,LL1,LL2,D
Regular,22-03-2017,515,467,0,Yes,X,X,O,WW,WW1,ZZ2,B
Regular,22-03-2017,674,481,1,No,L,N,M,MM,LL1,YY2,B
Regular,22-03-2017,568,555,2,Yes,O,O,L,YY,WW1,ZZ2,B
Regular,22-03-2017,625,522,3,No,W,N,Y,XX,WW1,WW2,B
Regular,22-03-2017,507,513,0,No,Z,L,N,YY,ZZ1,LL2,L
Regular,22-03-2017,681,430,1,Yes,M,Z,Z,MM,XX1,XX2,L
Regular,22-03-2017,537,487,2,No,W,N,L,MM,WW1,MM2,L
Regular,22-03-2017,694,516,3,No,W,Y,L,WW,ZZ1,LL2,L
Regular,22-03-2017,666,453,0,No,O,X,Y,ZZ,ZZ1,XX2,D
Regular,22-03-2017,558,495,1,No,Y,M,W,ZZ,XX1,XX2,D
Regular,22-03-2017,559,418,2,No,L,W,W,YY,WW1,MM2,D
Regular,22-03-2017,643,423,3,No,Z,L,O,WW,WW1,LL2,D
Regular,01-04-2017,509,404,0,No,X,N,X,XX,ZZ1,XX2,B
Regular,01-04-2017,676,405,1,No,Y,Z,Z,YY,LL1,WW2,B
Regular,01-04-2017,528,521,2,No,M,W,X,MM,LL1,MM2,B
Regular,01-04-2017,533,505,3,Yes,W,M,O,LL,YY1,YY2,B
Regular,01-04-2017,527,592,0,No,W,Y,Y,YY,WW1,YY2,L
Regular,01-04-2017,556,474,1,No,M,N,Z,MM,XX1,YY2,L
Regular,01-04-2017,573,503,2,No,O,O,O,YY,WW1,LL2,L
Regular,01-04-2017,502,405,3,No,L,N,L,YY,WW1,WW2,L
Regular,01-04-2017,687,419,0,No,Y,Z,N,MM,YY1,MM2,D
Regular,01-04-2017,642,554,1,No,M,L,Y,LL,MM1,YY2,D
Regular,01-04-2017,562,476,2,No,Z,Y,N,XX,MM1,MM2,D
Regular,01-04-2017,580,430,3,No,Z,W,Y,XX,YY1,ZZ2,D
Fest,05-11-2017,699,581,0,No,Z,X,X,YY,LL1,YY2,B
Fest,05-11-2017,691,570,1,No,M,X,N,ZZ,WW1,WW2,B
Fest,05-11-2017,668,486,2,Yes,Z,Z,O,ZZ,XX1,LL2,B
Fest,05-11-2017,657,598,3,Yes,N,M,M,MM,XX1,XX2,B
Fest,05-11-2017,583,516,0,No,W,X,M,MM,LL1,YY2,L
Fest,05-11-2017,541,483,1,No,W,N,W,YY,YY1,ZZ2,L
Fest,05-11-2017,625,588,2,No,Z,Y,W,WW,MM1,WW2,L
Fest,05-11-2017,626,463,3,No,O,Y,O,WW,LL1,YY2,L
Fest,05-11-2017,592,405,0,Yes,N,M,X,ZZ,XX1,ZZ2,D
Fest,05-11-2017,508,444,1,No,L,Y,M,YY,MM1,ZZ2,D
Fest,05-11-2017,630,541,2,No,M,N,M,YY,MM1,ZZ2,D
Fest,05-11-2017,612,598,3,No,O,Y,Y,XX,MM1,XX2,D
Regular,13-01-2018,664,584,0,No,O,Z,Z,MM,MM1,XX2,B
Regular,13-01-2018,610,561,1,No,L,Y,Y,MM,ZZ1,LL2,B
Regular,13-01-2018,536,458,2,No,W,L,W,ZZ,LL1,MM2,B
Regular,13-01-2018,609,405,3,No,N,O,O,YY,MM1,ZZ2,B
Regular,13-01-2018,574,475,0,No,Y,W,W,LL,YY1,MM2,L
Regular,13-01-2018,526,483,1,No,O,X,W,WW,LL1,ZZ2,L
Regular,13-01-2018,664,536,2,No,Y,L,Y,YY,WW1,XX2,L
Regular,13-01-2018,653,496,3,No,M,X,Y,WW,XX1,XX2,L
Regular,13-01-2018,663,401,0,No,X,Y,O,WW,YY1,MM2,D
Regular,13-01-2018,597,553,1,No,N,N,X,MM,ZZ1,YY2,D
Regular,13-01-2018,693,549,2,No,X,M,Y,LL,WW1,WW2,D
Regular,13-01-2018,675,463,3,No,O,M,Y,YY,MM1,XX2,D
Regular,31-05-2017,562,492,0,No,Z,W,Z,WW,XX1,XX2,B
Regular,31-05-2017,673,571,1,No,Z,W,L,ZZ,WW1,LL2,B
Regular,31-05-2017,619,410,2,No,M,Z,M,MM,YY1,LL2,B
Regular,31-05-2017,517,503,3,No,X,W,M,YY,XX1,ZZ2,B
Regular,31-05-2017,695,483,0,Yes,M,M,M,XX,ZZ1,XX2,L
Regular,31-05-2017,638,521,1,No,N,O,Z,YY,XX1,MM2,L
Regular,31-05-2017,542,463,2,No,Y,N,Z,YY,YY1,YY2,L
Regular,31-05-2017,532,469,3,Yes,Z,Z,X,YY,YY1,WW2,L
Regular,31-05-2017,698,592,0,No,W,N,O,WW,LL1,ZZ2,D
Regular,31-05-2017,566,476,1,Yes,Z,Y,L,LL,ZZ1,XX2,D
Regular,31-05-2017,503,569,2,No,O,M,Y,ZZ,WW1,MM2,D
Regular,31-05-2017,695,599,3,No,Y,Y,O,XX,XX1,YY2,D
Other-Holidays,02-12-2017,610,400,0,No,X,X,Z,WW,WW1,XX2,B
Other-Holidays,02-12-2017,605,478,1,No,Z,X,M,ZZ,LL1,XX2,B
Other-Holidays,02-12-2017,655,500,2,Yes,Z,L,X,ZZ,XX1,WW2,B
Other-Holidays,02-12-2017,573,553,3,No,O,Y,N,LL,XX1,YY2,B
Other-Holidays,02-12-2017,612,566,0,No,O,W,O,WW,YY1,YY2,L
Other-Holidays,02-12-2017,665,400,1,No,Y,X,Y,MM,MM1,XX2,L
Other-Holidays,02-12-2017,526,579,2,Yes,M,L,M,XX,YY1,ZZ2,L
Other-Holidays,02-12-2017,570,523,3,No,Y,M,W,YY,YY1,ZZ2,L
Other-Holidays,02-12-2017,578,435,0,No,X,Z,Y,YY,XX1,ZZ2,D
Other-Holidays,02-12-2017,665,404,1,Yes,O,Z,W,WW,YY1,WW2,D
Other-Holidays,02-12-2017,642,515,2,No,N,M,O,XX,LL1,WW2,D
Other-Holidays,02-12-2017,561,407,3,No,W,X,L,WW,WW1,LL2,D
Regular,04-06-2017,551,505,0,No,X,W,W,LL,YY1,ZZ2,B
Regular,04-06-2017,577,562,1,Yes,Z,W,M,MM,LL1,LL2,B
Regular,04-06-2017,507,484,2,No,Z,N,W,XX,XX1,XX2,B
Regular,04-06-2017,695,505,3,No,Y,Z,N,WW,ZZ1,WW2,B
Regular,04-06-2017,632,419,0,No,M,O,Z,LL,ZZ1,MM2,L
Regular,04-06-2017,532,459,1,Yes,Z,X,Z,YY,YY1,LL2,L
Regular,04-06-2017,650,593,2,No,Y,L,N,MM,YY1,ZZ2,L
Regular,04-06-2017,667,576,3,No,O,W,Z,LL,LL1,LL2,L
Regular,04-06-2017,698,468,0,No,W,O,X,XX,XX1,XX2,D
Regular,04-06-2017,700,458,1,No,Z,O,Z,LL,XX1,YY2,D
Regular,04-06-2017,694,489,2,No,M,N,Z,MM,WW1,XX2,D
Regular,04-06-2017,570,429,3,No,Y,O,X,LL,MM1,YY2,D
Exam,11-10-2017,696,487,0,No,X,N,M,ZZ,ZZ1,ZZ2,B
Exam,11-10-2017,571,461,1,Yes,X,N,M,XX,LL1,MM2,B
Exam,11-10-2017,584,464,2,No,Y,W,N,MM,MM1,YY2,B
Exam,11-10-2017,565,484,3,No,Z,Z,Y,WW,MM1,ZZ2,B
Exam,11-10-2017,533,409,0,No,N,Z,X,XX,YY1,MM2,L
Exam,11-10-2017,690,511,1,No,Z,O,X,XX,LL1,XX2,L
Exam,11-10-2017,509,446,2,No,L,M,M,YY,LL1,YY2,L
Exam,11-10-2017,613,545,3,No,N,L,L,ZZ,LL1,XX2,L
Exam,11-10-2017,505,436,0,No,Z,N,N,XX,MM1,YY2,D
Exam,11-10-2017,585,598,1,No,W,O,M,XX,WW1,YY2,D
Exam,11-10-2017,554,443,2,No,O,L,W,ZZ,XX1,WW2,D
Exam,11-10-2017,554,553,3,Yes,L,N,M,XX,XX1,MM2,D
Other-Holidays,21-02-2018,678,591,0,No,W,X,L,MM,ZZ1,MM2,B
Other-Holidays,21-02-2018,551,575,1,No,O,W,X,YY,ZZ1,ZZ2,B
Other-Holidays,21-02-2018,500,439,2,No,Y,Y,Y,YY,MM1,WW2,B
Other-Holidays,21-02-2018,623,527,3,No,Y,M,Z,XX,ZZ1,WW2,B
Other-Holidays,21-02-2018,659,535,0,No,W,W,N,MM,ZZ1,WW2,L
Other-Holidays,21-02-2018,677,420,1,No,Z,Z,W,MM,LL1,MM2,L
Other-Holidays,21-02-2018,642,403,2,No,X,O,M,ZZ,ZZ1,YY2,L
Other-Holidays,21-02-2018,524,569,3,No,L,W,W,XX,ZZ1,MM2,L
Other-Holidays,21-02-2018,642,506,0,No,N,Z,X,WW,MM1,WW2,D
Other-Holidays,21-02-2018,699,526,1,Yes,W,W,N,MM,YY1,MM2,D
Other-Holidays,21-02-2018,581,594,2,No,M,N,N,MM,MM1,LL2,D
Other-Holidays,21-02-2018,643,569,3,Yes,Z,X,N,XX,LL1,MM2,D
Sem-Break,01-06-2017,512,464,0,Yes,M,L,O,WW,XX1,LL2,B
Sem-Break,01-06-2017,633,439,1,No,X,M,O,YY,ZZ1,XX2,B
Sem-Break,01-06-2017,691,503,2,No,O,Z,N,YY,LL1,WW2,B
Sem-Break,01-06-2017,617,495,3,No,N,Z,O,XX,XX1,LL2,B
Sem-Break,01-06-2017,555,488,0,No,Z,O,N,YY,XX1,LL2,L
Sem-Break,01-06-2017,615,425,1,No,M,M,O,XX,WW1,ZZ2,L
Sem-Break,01-06-2017,635,550,2,No,N,Z,L,MM,XX1,MM2,L
Sem-Break,01-06-2017,538,516,3,No,W,W,O,XX,YY1,YY2,L
Sem-Break,01-06-2017,680,466,0,No,M,N,W,YY,LL1,MM2,D
Sem-Break,01-06-2017,597,479,1,No,O,Z,N,YY,MM1,MM2,D
Sem-Break,01-06-2017,515,500,2,No,M,X,X,MM,LL1,XX2,D
Sem-Break,01-06-2017,688,430,3,No,M,M,O,WW,LL1,YY2,D
Regular,21-08-2017,581,456,0,No,O,Y,M,MM,XX1,WW2,B
Regular,21-08-2017,502,476,1,No,Y,Z,W,WW,ZZ1,YY2,B
Regular,21-08-2017,542,453,2,No,O,X,W,YY,YY1,LL2,B
Regular,21-08-2017,568,571,3,No,N,X,Y,WW,XX1,LL2,B
Regular,21-08-2017,614,481,0,No,O,W,M,WW,MM1,ZZ2,L
Regular,21-08-2017,627,486,1,No,X,W,X,ZZ,ZZ1,ZZ2,L
Regular,21-08-2017,523,440,2,No,N,Y,W,YY,YY1,LL2,L
Regular,21-08-2017,602,504,3,No,O,X,M,LL,YY1,LL2,L
Regular,21-08-2017,550,591,0,No,Z,Y,Y,YY,XX1,XX2,D
Regular,21-08-2017,520,558,1,No,O,L,X,LL,MM1,XX2,D
Regular,21-08-2017,607,514,2,No,M,L,W,YY,WW1,LL2,D
Regular,21-08-2017,554,528,3,No,M,N,X,LL,ZZ1,MM2,D
Regular,17-02-2018,671,451,0,No,N,M,N,MM,XX1,XX2,B
Regular,17-02-2018,646,409,1,No,Z,Z,L,MM,XX1,ZZ2,B
Regular,17-02-2018,585,436,2,No,Z,W,X,XX,MM1,MM2,B
Regular,17-02-2018,691,548,3,No,Y,Y,Z,ZZ,XX1,MM2,B
Regular,17-02-2018,530,552,0,No,O,M,N,WW,YY1,YY2,L
Regular,17-02-2018,627,426,1,Yes,N,N,Z,MM,ZZ1,YY2,L
Regular,17-02-2018,664,582,2,No,W,X,M,ZZ,YY1,WW2,L
Regular,17-02-2018,519,528,3,No,Z,M,N,YY,ZZ1,ZZ2,L
Regular,17-02-2018,541,486,0,Yes,X,Z,Z,XX,LL1,XX2,D
Regular,17-02-2018,543,585,1,No,M,W,W,YY,ZZ1,ZZ2,D
Regular,17-02-2018,647,451,2,No,W,W,Y,LL,YY1,XX2,D
Regular,17-02-2018,690,560,3,No,L,O,O,MM,WW1,WW2,D
Regular,23-10-2017,585,516,0,No,L,X,O,XX,YY1,ZZ2,B
Regular,23-10-2017,580,441,1,Yes,Z,L,M,MM,XX1,LL2,B
Regular,23-10-2017,592,467,2,No,N,L,Z,MM,YY1,LL2,B
Regular,23-10-2017,678,410,3,No,Z,O,Z,LL,LL1,YY2,B
Regular,23-10-2017,679,566,0,No,X,Y,L,ZZ,LL1,XX2,L
Regular,23-10-2017,502,519,1,No,M,M,W,YY,LL1,XX2,L
Regular,23-10-2017,529,411,2,No,N,X,L,ZZ,XX1,WW2,L
Regular,23-10-2017,600,570,3,No,L,W,Y,MM,MM1,LL2,L
Regular,23-10-2017,603,518,0,No,X,O,L,XX,WW1,LL2,D
Regular,23-10-2017,520,503,1,Yes,M,X,X,ZZ,WW1,WW2,D
Regular,23-10-2017,593,539,2,No,Z,X,W,YY,MM1,LL2,D
Regular,23-10-2017,568,497,3,No,L,L,M,LL,MM1,MM2,D
Regular,21-01-2018,665,572,0,No,O,Y,Y,ZZ,XX1,LL2,B
Regular,21-01-2018,576,485,1,No,X,X,X,YY,ZZ1,WW2,B
Regular,21-01-2018,608,584,2,No,N,Z,O,ZZ,MM1,MM2,B
Regular,21-01-2018,555,445,3,Yes,L,M,W,ZZ,YY1,ZZ2,B
Regular,21-01-2018,582,407,0,No,N,X,Y,YY,YY1,LL2,L
Regular,21-01-2018,558,491,1,No,M,L,W,ZZ,MM1,WW2,L
Regular,21-01-2018,606,472,2,Yes,Y,N,X,LL,ZZ1,YY2,L
Regular,21-01-2018,690,529,3,No,X,W,X,WW,YY1,WW2,L
Regular,21-01-2018,683,432,0,No,N,L,N,LL,MM1,ZZ2,D
Regular,21-01-2018,648,443,1,Yes,X,O,N,XX,XX1,MM2,D
Regular,21-01-2018,627,588,2,No,L,M,O,YY,ZZ1,XX2,D
Regular,21-01-2018,652,600,3,Yes,N,M,N,YY,WW1,ZZ2,D
